unique_id,competitor_name,store_name,store_addressline1,store_addressline2,store_suburb,store_state,store_postcode,store_addressid,extraction_date,product_name,brand,brand_type,grammage_quantity,grammage_unit,drained_weight,producthierarchy_level1,producthierarchy_level2,producthierarchy_level3,producthierarchy_level4,producthierarchy_level5,producthierarchy_level6,producthierarchy_level7,regular_price,selling_price,price_was,promotion_price,promotion_valid_from,promotion_valid_upto,promotion_type,percentage_discount,promotion_description,package_sizeof_sellingprice,per_unit_sizedescription,price_valid_from,price_per_unit,multi_buy_item_count,multi_buy_items_price_total,currency,breadcrumb,pdp_url,variants,product_description,instructions,storage_instructions,preparationinstructions,instructionforuse,country_of_origin,allergens,age_of_the_product,age_recommendations,flavour,nutritions,nutritional_information,vitamins,labelling,grade,region,packaging,receipies,processed_food,barcode,frozen,chilled,organictype,cooking_part,Handmade,max_heating_temperature,special_information,label_information,dimensions,special_nutrition_purpose,feeding_recommendation,warranty,color,model_number,material,usp,dosage_recommendation,tasting_note,food_preservation,size,rating,review,file_name_1,image_url_1,file_name_2,image_url_2,file_name_3,image_url_3,competitor_product_key,fit_guide,occasion,material_composition,style,care_instructions,heel_type,heel_height,upc,features,dietary_lifestyle,manufacturer_address,importer_address,distributor_address,vinification_details,recycling_information,return_address,alchol_by_volume,beer_deg,netcontent,netweight,site_shown_uom,ingredients,random_weight_flag,instock,promo_limit,product_unique_key,multibuy_items_pricesingle,perfect_match,servings_per_pack,Warning,suitable_for,standard_drinks,environmental,grape_variety,retail_limit
100384972,lidl,,,,,,,,2025-04-03,Kap- en verstekzaag 1500 W ,PARKSIDE®,,,,,Home page,Klussen,Accu & elektrisch gereedschap,Zaagmachines,,,,69.99,69.99,,,,,,,,,,,,,,EUR,Home page > Klussen > Accu & elektrisch gereedschap > Zaagmachines,https://www.lidl.nl/p/parkside-kap-en-verstekzaag-1500-w/p100384972,,Vermogen 1500 W Stationair toerental 4900 tpm Zaagblad-Ø 210 mm Volledige beschrijving weergeven ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,30,100384972_1.jpg,https://www.lidl.nl/assets/gcp2a58a13076f04e4fbe789ad04a3ff91a.jpg,100384972_2.jpg,https://www.lidl.nl/assets/gcp483e987931ab41f092d2bdd23d207ec7.jpg,100384972_3.jpg,https://www.lidl.nl/assets/gcp33bf4e90438e49619e9c1b36e0c8b850.jpg,,,,,,,,,100384972,,,,,,,,,,,,,,,,,,,,,,,,,,,
100387918,lidl,,,,,,,,2025-04-03,Reciprozaag 850 W ,PARKSIDE®,,,,,Home page,Klussen,Accu & elektrisch gereedschap,Zaagmachines,,,,29.99,29.99,,,,,,,,,,,,,,EUR,Home page > Klussen > Accu & elektrisch gereedschap > Zaagmachines,https://www.lidl.nl/p/parkside-reciprozaag-850-w/p100387918,,Volledige beschrijving weergeven ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,100387918_1.jpg,https://www.lidl.nl/assets/gcp873ac6c2e67845698188b3d6c8170a22.jpg,100387918_2.jpg,https://www.lidl.nl/assets/gcp33058a633c1343069e24509222c50a0e.jpg,100387918_3.jpg,https://www.lidl.nl/assets/gcpf3607fa3438148c8a914c5ba131dac6d.jpg,,,,,,,,,100387918,,,,,,,,,,,,,,,,,,,,,,,,,,,
100385692,lidl,,,,,,,,2025-04-03,Multitool 310 W ,PARKSIDE®,,,,,Home page,Klussen,Accu & elektrisch gereedschap,Overig elektrisch gereedschap,,,,29.99,29.99,,,,,,,,,,,,,,EUR,Home page > Klussen > Accu & elektrisch gereedschap > Overig elektrisch gereedschap,https://www.lidl.nl/p/parkside-multitool-310-w/p100385692,,"Vermogen  310 W Stationair toerental  1500021000 min -1  Voor zagen, snijden, schrapen en schuren  Variabele oscillatiefrequentie  Gereedschappen in variabele werkrichting monteerbaar Volledige beschrijving weergeven ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,67,100385692_1.jpg,https://www.lidl.nl/assets/gcp4ce985a8c5e2407ba5c7ecdb6250b7ed.jpg,100385692_2.jpg,https://www.lidl.nl/assets/gcpb815bbeb64bd47d1961ddd65f4a3cae3.jpg,100385692_3.jpg,https://www.lidl.nl/assets/gcpd1240ca7c2164280bfd937cf830a3de9.jpg,,,,,,,,,100385692,,,,,,,,,,,,,,,,,,,,,,,,,,,
100381691,lidl,,,,,,,,2025-04-03,Bovenfrees 1200 W ,PARKSIDE®,,,,,Home page,Klussen,Accu & elektrisch gereedschap,Freesmachines & schaafmachines,,,,29.99,29.99,,,,,,,,,,,,,,EUR,Home page > Klussen > Accu & elektrisch gereedschap > Freesmachines & schaafmachines,https://www.lidl.nl/p/parkside-bovenfrees-1200-w/p100381691,,"Vermogen  1200 W Toerental  1100030000 tpm  Voor de precieze bewerking van hout, kunststof en lichtgewicht materialen  Inclusief 6-delige freesset voor hout Volledige beschrijving weergeven ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,59,100381691_1.jpg,https://www.lidl.nl/assets/gcp87656f238a7d485fbf03382cd32bacab.jpg,100381691_2.jpg,https://www.lidl.nl/assets/gcp6648dce0586a4602b8c021707df722f0.jpg,100381691_3.jpg,https://www.lidl.nl/assets/gcp07e87d77b4c04c4caa41dda4bd577459.jpg,,,,,,,,,100381691,,,,,,,,,,,,,,,,,,,,,,,,,,,
100384741,lidl,,,,,,,,2025-04-03,Accu 20 V - 2 Ah ,PARKSIDE®,,,,,Home page,Klussen,Accu & elektrisch gereedschap,Accu's & snelladers,,,,19.99,19.99,,,,,,,,,,,,,,EUR,Home page > Klussen > Accu & elektrisch gereedschap > Accu's & snelladers,https://www.lidl.nl/p/parkside-accu-20-v-2-ah/p100384741,,"Uit de serie PARKSIDE X 20 V Team Accuspanning 20 V Accucapaciteit 2 Ah  Met 3-traps laadstatusindicatie  Cell Balancing  langere accuduur, verlengde levensduur van de accu  Hogere accureserve door gelijkmatig belaste cellen Exclusief lader. De accu werkt met alle apparaten uit de serie PARKSIDE X 20 V Team Bestel hier de bijbehorende lader Alle compatibele apparaten van onze 20 volt-serie vind je hier Volledige beschrijving weergeven ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,145,100384741_1.jpg,https://www.lidl.nl/assets/gcp21928a09e6d846f1915980b79ec8db0e.jpg,100384741_2.jpg,https://www.lidl.nl/assets/gcp4f0a0284e0cf4a9e8589b3c112992dd0.jpg,100384741_3.jpg,https://www.lidl.nl/assets/gcpf5d1f93e09a14da4a81d12acb9cc0fc8.png,,,,,,,,,100384741,,,,,,,,,,,,,,,,,,,,,,,,,,,
100385509,lidl,,,,,,,,2025-04-03,Accu-schroefboormachine set 20 V inclusief accu en lader ,PARKSIDE®,,,,,Home page,Klussen,Accu & elektrisch gereedschap,Boormachines & schroefmachines,,,,69.99,69.99,,,,,,,,,,,,,,EUR,Home page > Klussen > Accu & elektrisch gereedschap > Boormachines & schroefmachines,https://www.lidl.nl/p/parkside-accu-schroefboormachine-set-20-v-inclusief-accu-en-lader/p100385509,,"Uit de serie PARKSIDE X 20 V Team Toerental  max. 01500 tpm Koppel  max. 45 Nm  Ideaal voor boren in hout, metaal en kunststof en voor schroeven  Krachtige motor met 2-versnellingsbak  Cell Balancing  langere accuduur, verlengde levensduur van de accu Inclusief 2 accus en 1 aacu-oplader. Deze werken met alle apparaten uit de serie PARKSIDE X 20 V Team Alle compatibele apparaten van onze 20 volt-serie vind je hier Volledige beschrijving weergeven ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,166,100385509_1.jpg,https://www.lidl.nl/assets/gcp6b42ab81d5a64986ad41c5f198e506c2.jpg,100385509_2.jpg,https://www.lidl.nl/assets/gcpa56d56902e13485f954faf1728b34874.jpg,100385509_3.jpg,https://www.lidl.nl/assets/gcpf14ba615a0f24fb896043252c50676b3.jpg,,,,,,,,,100385509,,,,,,,,,,,,,,,,,,,,,,,,,,,
100374704,lidl,,,,,,,,2025-04-03,Inverter-vuldraad-lasapparaat ,PARKSIDE®,,,,,Home page,Klussen,Accu & elektrisch gereedschap,Lasapparaten,,,,79.99,79.99,,,,,,,,,,,,,,EUR,Home page > Klussen > Accu & elektrisch gereedschap > Lasapparaten,https://www.lidl.nl/p/parkside-inverter-vuldraad-lasapparaat/p100374704,,"Lasmethode  Vuldraadlassen Lasstroom  20-120 A Materiaaldikte  0,8-3 mm  Krachtig compact apparaat  Laag gewicht door omvormer-technologie  Betere regeling van de vlamboog Volledige beschrijving weergeven ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,212,100374704_1.jpg,https://www.lidl.nl/assets/gcp0bc76f36298f4f618894ba80ddc8fff8.jpeg,100374704_2.jpg,https://www.lidl.nl/assets/gcpe8d6f352a4e848d08c1c30f070068440.jpeg,100374704_3.jpg,https://www.lidl.nl/assets/gcp66b3fee7d7704cf38459bedf3e9487c2.jpeg,,,,,,,,,100374704,,,,,,,,,,,,,,,,,,,,,,,,,,,
100374727,lidl,,,,,,,,2025-04-03,Multifunctioneel lasapparaat 4.500 W ,PARKSIDE®,,,,,Home page,Klussen,Accu & elektrisch gereedschap,Lasapparaten,,,,219.-,219.-,,,,,,,,,,,,,,EUR,Home page > Klussen > Accu & elektrisch gereedschap > Lasapparaten,https://www.lidl.nl/p/parkside-multifunctioneel-lasapparaat-4-500-w/p100374727,,"Lasmethode  MMA, vuldraad, MIG, TIG Lasstroom  MMA 30  140 A  MIG 50  160 A  TIG 30 - 200 A Materiaaldikte  1,6 mm  2,0 mm  2,5 mm  Voor het lassen van roestvrij staal, staal, ijzer en aluminium  Krachtig compact apparaat met robuuste metalen behuizing  Gemakkelijk instellen van de lasparameter Volledige beschrijving weergeven ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,314,100374727_1.jpg,https://www.lidl.nl/assets/gcpc283890e3c494e5a80c6d57ceec7da0b.jpeg,100374727_2.jpg,https://www.lidl.nl/assets/gcpcfab5869a830414593fd0b3309f2aee3.jpeg,100374727_3.jpg,https://www.lidl.nl/assets/gcpb602f1600aa04c949f45d01b453f2774.jpeg,,,,,,,,,100374727,,,,,,,,,,,,,,,,,,,,,,,,,,,
100386176,lidl,,,,,,,,2025-04-03,Boor- en beitelhamer 1050 W ,PARKSIDE®,,,,,Home page,Klussen,Accu & elektrisch gereedschap,Boormachines & schroefmachines,,,,49.99,49.99,,,,,,,,,,,,,,EUR,Home page > Klussen > Accu & elektrisch gereedschap > Boormachines & schroefmachines,https://www.lidl.nl/p/parkside-boor-en-beitelhamer-1050-w/p100386176,,"Vermogen  1050 W Slagkracht  3 Joule Slagfrequentie  05300 spm  Voor het bewerken van beton, steen, metaal of hout  Centrale keuzeschakelaar voor alle functies  In praktische opbergkoffer Volledige beschrijving weergeven ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,585,100386176_1.jpg,https://www.lidl.nl/assets/gcpe14c7580831141f293cca91242215679.jpg,100386176_2.jpg,https://www.lidl.nl/assets/gcp8811b671d42340ccb7fa75c5977d7e5d.jpg,100386176_3.jpg,https://www.lidl.nl/assets/gcp1747f04f6fdb40809d29f93dfb492c3a.jpg,,,,,,,,,100386176,,,,,,,,,,,,,,,,,,,,,,,,,,,
100381419,lidl,,,,,,,,2025-04-03,Multifunctionele schuurmachine 200 W ,PARKSIDE®,,,,,Home page,Klussen,Accu & elektrisch gereedschap,Slijptollen,,,,29.99,29.99,,,,,,,,,,,,,,EUR,Home page > Klussen > Accu & elektrisch gereedschap > Slijptollen,https://www.lidl.nl/p/parkside-multifunctionele-schuurmachine-200-w/p100381419,,"Vermogen 200 W Toerental 7000-12000 tpm  Traploos instelbaar toerental  Schuurplaten verwisselbaar  voor elke toepassing het juiste gereedschap  3-in-1-functie Driehoek-, excentrische- en vlakschuurschijf Volledige beschrijving weergeven ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,50,100381419_1.jpg,https://www.lidl.nl/assets/gcp7cd7eb6949d1433280dd89c87e7d5b4c.jpg,100381419_2.jpg,https://www.lidl.nl/assets/gcp1c0f8858ee1c4ae083c9ca507d0833cb.jpg,,,,,,,,,,,100381419,,,,,,,,,,,,,,,,,,,,,,,,,,,
